date,duration,T,Wind,P,Rh,Precipitations,Cₐ,e,eₛ,VPD,ρ,λ,γ,ε,Δ,clearness,Ri_SW_f,Ri_PAR_f,Ri_NIR_f,Ri_TIR_f,Ri_custom_f,Ri_SW_f_direct,Ri_SW_f_diffuse
2025-01-02T02:00:00.0,1 hour,6.2,2.57,102.01,0.95,0.0,400.0,0.904437933842058,0.9520399303600611,0.04760199651800312,1.2721066104711247,2.486337e6,0.06681928364285561,0.5464719798516315,0.06592314694202628,Inf,0.0,0.0,0.0,Inf,Inf,0.0,0.0
2025-01-02T03:00:00.0,1 hour,6.2,2.65,101.96000000000001,0.95,0.0,400.0,0.904437933842058,0.9520399303600611,0.04760199651800312,1.2714830899287903,2.486337e6,0.06678653230296597,0.5464719798516315,0.06592314694202628,Inf,0.0,0.0,0.0,Inf,Inf,0.0,0.0
2025-01-02T04:00:00.0,1 hour,6.7,2.79,101.9,0.93,0.0,400.0,0.916427805524746,0.9854062424997269,0.06897843697498085,1.2684644795976632,2.4851545e6,0.06677899073267231,0.5473612144476523,0.06795745212946347,Inf,0.0,0.0,0.0,Inf,Inf,0.0,0.0
2025-01-02T05:00:00.0,1 hour,6.4,3.0,101.87,0.94,0.0,400.0,0.9073489329479176,0.9652648222850188,0.05791588933710112,1.2694518917449664,2.485864e6,0.06674027654121807,0.5466670046257165,0.06673050645204404,Inf,0.0,0.0,0.0,Inf,Inf,0.0,0.0
2025-01-02T06:00:00.0,1 hour,6.4,3.44,101.84,0.95,0.0,400.0,0.9170015811707678,0.9652648222850188,0.048263241114250954,1.2690780470728122,2.485864e6,0.06672062199820995,0.5474940424557428,0.06673050645204404,Inf,0.0,0.0,0.0,Inf,Inf,0.0,0.0
2025-01-02T07:00:00.0,1 hour,6.4,3.49,101.82000000000001,0.95,0.0,400.0,0.9170015811707678,0.9652648222850188,0.048263241114250954,1.2688288172913762,2.485864e6,0.06670751896953789,0.5474940424557428,0.06673050645204404,Inf,0.0,0.0,0.0,Inf,Inf,0.0,0.0
2025-01-02T08:00:00.0,1 hour,6.9,3.63,101.83,0.93,0.0,400.0,0.9291063247985494,0.9990390589231714,0.06993273412462198,1.2666878484788588,2.4846815e6,0.06674582078601413,0.5483806828274904,0.06878612636224024,Inf,10.0,4.8,5.2,Inf,Inf,3.0,7.0
2025-01-02T09:00:00.0,1 hour,8.2,3.4,101.81,0.88,0.0,400.0,0.960767221217737,1.091780933201974,0.13101371198423684,1.2605873814860633,2.481607e6,0.06681538767502584,0.5506476362006172,0.07438677187270093,Inf,69.0,33.12,35.88,Inf,Inf,17.0,52.0
2025-01-02T10:00:00.0,1 hour,9.3,3.11,101.82000000000001,0.84,0.0,400.0,0.9879245122324418,1.176100609800526,0.18817609756808418,1.25580136616677,2.4790055e6,0.06689207423528964,0.552536603984427,0.07942668187235435,Inf,132.0,63.36,68.64,Inf,Inf,26.0,106.0
2025-01-02T11:00:00.0,1 hour,10.4,2.66,101.75,0.8,0.0,400.0,1.012886219214831,1.2661077740185385,0.25322155480370756,1.2500696287247488,2.476404e6,0.0669163095844851,0.5542019245575784,0.08475616559943777,Inf,186.0,89.28,96.72,Inf,Inf,28.0,158.0
2025-01-02T12:00:00.0,1 hour,11.4,2.4,101.65,0.77,0.0,400.0,1.0419187681117965,1.3531412572880475,0.31122248917625095,1.244452230883501,2.474039e6,0.06691444839144527,0.5561640640297846,0.08986372385931363,Inf,298.0,143.04,154.96,Inf,Inf,124.0,174.0
2025-01-02T13:00:00.0,1 hour,11.9,2.25,101.55,0.78,0.0,400.0,1.0909085222871977,1.3986006695989712,0.3076921473117735,1.2410472596768911,2.4728565e6,0.06688058657976652,0.5596862541616195,0.09251464829514777,Inf,279.0,133.92,145.08,Inf,Inf,127.0,152.0
2025-01-02T14:00:00.0,1 hour,12.3,0.67,101.47,0.78,0.0,400.0,1.120025769905046,1.4359304742372385,0.31590470433219253,1.2383318711833802,2.4719105e6,0.06685347380437962,0.5616837772569956,0.09468322623860548,Inf,302.0,144.96,157.04,Inf,Inf,220.0,82.0
2025-01-02T15:00:00.0,1 hour,11.9,1.32,101.45,0.8,0.0,400.0,1.1188805356791771,1.3986006695989712,0.2797201339197941,1.2398251550391,2.4728565e6,0.06681472681947134,0.5617142092084096,0.09251464829514777,Inf,183.0,87.84,95.16,Inf,Inf,95.0,88.0
2025-01-02T16:00:00.0,1 hour,10.4,1.98,101.45,0.87,0.0,400.0,1.1015137633961285,1.2661077740185385,0.16459401062240997,1.2463839197457078,2.476404e6,0.06671901334000996,0.5608829139705471,0.08475616559943777,Inf,50.0,24.0,26.0,Inf,Inf,4.0,46.0
2025-01-02T17:00:00.0,1 hour,10.2,2.69,101.44,0.87,0.0,400.0,1.086895642152971,1.2493053358080126,0.16240969365504165,1.2471407247262933,2.476877e6,0.06669969697228428,0.5598698984151412,0.08376503073323827,Inf,1.0,0.48,0.52,Inf,Inf,0.0,1.0
2025-01-02T18:00:00.0,1 hour,10.1,2.71,101.44,0.85,0.0,400.0,1.0548313139916685,1.2409780164607864,0.1861467024691179,1.2475810215399652,2.4771135e6,0.06669332888364646,0.5575081037803562,0.08327319347226192,Inf,0.0,0.0,0.0,Inf,Inf,0.0,0.0
2025-01-02T19:00:00.0,1 hour,9.8,2.17,101.44,0.82,0.0,400.0,0.9973567279723421,1.2162886926491978,0.21893196467685572,1.248903779293851,2.477823e6,0.06667423191148866,0.5531473803844758,0.08181248031163824,Inf,0.0,0.0,0.0,Inf,Inf,0.0,0.0
2025-01-02T20:00:00.0,1 hour,10.1,2.71,101.42,0.68,0.0,400.0,0.8438650511933349,1.2409780164607864,0.39711296526745155,1.247335047363794,2.4771135e6,0.06668017956801484,0.540016334929245,0.08327319347226192,Inf,0.0,0.0,0.0,Inf,Inf,0.0,0.0
2025-01-02T21:00:00.0,1 hour,10.1,3.03,101.37,0.63,0.0,400.0,0.7818161503702955,1.2409780164607864,0.4591618660904909,1.2467201119233664,2.4771135e6,0.06664730627893574,0.5341565514098099,0.08327319347226192,Inf,0.0,0.0,0.0,Inf,Inf,0.0,0.0
2025-01-02T22:00:00.0,1 hour,9.9,3.0,101.32000000000001,0.65,0.0,400.0,0.7959054614422351,1.2244699406803616,0.42856447923812657,1.246985660621065,2.4775865e6,0.06660171552194818,0.5355752548869883,0.08229692839504699,Inf,0.0,0.0,0.0,Inf,Inf,0.0,0.0
2025-01-02T23:00:00.0,1 hour,10.4,4.49,101.35,0.68,0.0,400.0,0.8609532863326063,1.2661077740185385,0.4051544876859322,1.2451553500860275,2.476404e6,0.0666532479251849,0.5414832401469487,0.08475616559943777,Inf,0.0,0.0,0.0,Inf,Inf,0.0,0.0
2025-01-03T00:00:00.0,1 hour,10.7,4.79,101.34,0.69,0.0,400.0,0.8912624226629906,1.2916846705260734,0.4004222478630828,1.24371662294942,2.4756945e6,0.06666577140325115,0.5440840378075792,0.08626167238713567,Inf,0.0,0.0,0.0,Inf,Inf,0.0,0.0
2025-01-03T01:00:00.0,1 hour,10.8,4.09,101.28,0.73,0.0,400.0,0.9492269115682944,1.300310837764787,0.35108392619649254,1.2425425140623045,2.475458e6,0.06663266618116144,0.5489759740855894,0.08676856369813857,Inf,0.0,0.0,0.0,Inf,Inf,0.0,0.0
2025-01-03T02:00:00.0,1 hour,11.2,3.91,101.22,0.71,0.0,400.0,0.9480807133223272,1.335324948341306,0.38724423501897887,1.240059540396659,2.474512e6,0.06661865027030982,0.5487708566296738,0.08882168416186831,Inf,0.0,0.0,0.0,Inf,Inf,0.0,0.0
2025-01-03T03:00:00.0,1 hour,11.1,4.17,101.22999999999999,0.72,0.0,400.0,0.9550760352125653,1.3264944933507852,0.37141845813821983,1.2406183514669837,2.4747485e6,0.06661886478214586,0.5493750766349893,0.0883045499052093,Inf,0.0,0.0,0.0,Inf,Inf,0.0,0.0
2025-01-03T04:00:00.0,1 hour,10.9,3.54,101.22999999999999,0.74,0.0,400.0,0.9686508936596046,1.3089876941346008,0.34033680047499626,1.241491872573456,2.4752215e6,0.0666061343161888,0.5505391917108888,0.08727800011788744,Inf,0.0,0.0,0.0,Inf,Inf,0.0,0.0
2025-01-03T05:00:00.0,1 hour,10.0,2.22,101.26,0.78,0.0,400.0,0.9615057141454958,1.2326996335198663,0.27119391937437054,1.2458070799314531,2.47735e6,0.06656862946786633,0.5502065874113312,0.08278382940920093,Inf,0.0,0.0,0.0,Inf,Inf,0.0,0.0
2025-01-03T06:00:00.0,1 hour,8.9,2.26,101.3,0.85,0.0,400.0,0.9730778752399041,1.1447975002822401,0.17171962504233607,1.2511597910065304,2.4799515e6,0.06652506668245423,0.5514542996397716,0.07756117514692962,Inf,0.0,0.0,0.0,Inf,Inf,0.0,0.0
2025-01-03T07:00:00.0,1 hour,7.7,2.16,101.34,0.9,0.0,400.0,0.9497244686243601,1.0552494095826224,0.10552494095826226,1.2570018281082174,2.4827895e6,0.0664752624422192,0.5498787207555178,0.07218810325706482,Inf,0.0,0.0,0.0,Inf,Inf,0.0,0.0
2025-01-03T08:00:00.0,1 hour,7.1,2.2,101.37,0.89,0.0,400.0,0.9014258573517924,1.012838041968306,0.1114121846165137,1.2600659115157662,2.4842085e6,0.06645695887530637,0.5459606844456121,0.06962345450267193,Inf,5.0,2.4,2.6,Inf,Inf,0.0,5.0
