"situation","Date","pla","somupvtsem","laimax","laisen_n","hauteur","raint","trg_n","ilevs","iamfs","ilaxs","densite","demande","codebbch_output","masec_n","masecveg","masec_kg_ha","mafeuil_kg_ha","matigestruc_kg_ha","QNfeuilleres","QNtige","Plant"
"wheat",1995-07-27,"ble",1870.71533,5.07991,5.52132,1.17484,0,9.4,308,449,493,311,0.01,89,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-07-28,"ble",1889.97888,5.07991,5.52132,0,0,12.1,308,449,493,311,0.01,99,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-07-29,"ble",1889.97888,5.07991,0,0,0,19,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-07-30,"ble",1889.97888,5.07991,0,0,0,26.7,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-07-31,"ble",1889.97888,5.07991,0,0,0,24.4,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-08-01,"ble",1889.97888,5.07991,0,0,0,27.1,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-08-02,"ble",1889.97888,5.07991,0,0,0,26.4,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-08-03,"ble",1889.97888,5.07991,0,0,0,27.8,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-08-04,"ble",1889.97888,5.07991,0,0,0,27.8,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-08-05,"ble",1889.97888,5.07991,0,0,0,24.6,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-08-06,"ble",1889.97888,5.07991,0,0,0,15,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-08-07,"ble",1889.97888,5.07991,0,0,0,6.7,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-08-08,"ble",1889.97888,5.07991,0,0,0,7.9,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-08-09,"ble",1889.97888,5.07991,0,0,0,24.9,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-08-10,"ble",1889.97888,5.07991,0,0,0,22.2,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-08-11,"ble",1889.97888,5.07991,0,0,0,25,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-08-12,"ble",1889.97888,5.07991,0,0,0,22.5,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-08-13,"ble",1889.97888,5.07991,0,0,0,11.7,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-08-14,"ble",1889.97888,5.07991,0,0,0,15.7,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-08-15,"ble",1889.97888,5.07991,0,0,0,26,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-08-16,"ble",1889.97888,5.07991,0,0,0,25.6,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-08-17,"ble",1889.97888,5.07991,0,0,0,24.8,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-08-18,"ble",1889.97888,5.07991,0,0,0,25,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-08-19,"ble",1889.97888,5.07991,0,0,0,24.9,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-08-20,"ble",1889.97888,5.07991,0,0,0,17.3,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-08-21,"ble",1889.97888,5.07991,0,0,0,22.9,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-08-22,"ble",1889.97888,5.07991,0,0,0,21,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-08-23,"ble",1889.97888,5.07991,0,0,0,12.9,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-08-24,"ble",1889.97888,5.07991,0,0,0,16.8,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-08-25,"ble",1889.97888,5.07991,0,0,0,9.8,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-08-26,"ble",1889.97888,5.07991,0,0,0,13.5,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-08-27,"ble",1889.97888,5.07991,0,0,0,11.4,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-08-28,"ble",1889.97888,5.07991,0,0,0,16.3,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-08-29,"ble",1889.97888,5.07991,0,0,0,7.9,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-08-30,"ble",1889.97888,5.07991,0,0,0,12.5,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-08-31,"ble",1889.97888,5.07991,0,0,0,8.5,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-09-01,"ble",1889.97888,5.07991,0,0,0,18.4,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-09-02,"ble",1889.97888,5.07991,0,0,0,6.1,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-09-03,"ble",1889.97888,5.07991,0,0,0,11.8,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-09-04,"ble",1889.97888,5.07991,0,0,0,10,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-09-05,"ble",1889.97888,5.07991,0,0,0,9.6,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-09-06,"ble",1889.97888,5.07991,0,0,0,16.7,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-09-07,"ble",1889.97888,5.07991,0,0,0,5.5,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-09-08,"ble",1889.97888,5.07991,0,0,0,9.4,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-09-09,"ble",1889.97888,5.07991,0,0,0,15.2,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-09-10,"ble",1889.97888,5.07991,0,0,0,5.2,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-09-11,"ble",1889.97888,5.07991,0,0,0,13.6,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-09-12,"ble",1889.97888,5.07991,0,0,0,6.3,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-09-13,"ble",1889.97888,5.07991,0,0,0,16.2,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-09-14,"ble",1889.97888,5.07991,0,0,0,7.8,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-09-15,"ble",1889.97888,5.07991,0,0,0,7.7,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-09-16,"ble",1889.97888,5.07991,0,0,0,5.1,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-09-17,"ble",1889.97888,5.07991,0,0,0,9.7,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-09-18,"ble",1889.97888,5.07991,0,0,0,8.4,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-09-19,"ble",1889.97888,5.07991,0,0,0,6.4,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-09-20,"ble",1889.97888,5.07991,0,0,0,9.4,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-09-21,"ble",1889.97888,5.07991,0,0,0,9.6,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-09-22,"ble",1889.97888,5.07991,0,0,0,12.1,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-09-23,"ble",1889.97888,5.07991,0,0,0,5.4,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-09-24,"ble",1889.97888,5.07991,0,0,0,7.3,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-09-25,"ble",1889.97888,5.07991,0,0,0,14.7,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-09-26,"ble",1889.97888,5.07991,0,0,0,5.1,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-09-27,"ble",1889.97888,5.07991,0,0,0,5,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-09-28,"ble",1889.97888,5.07991,0,0,0,10.6,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-09-29,"ble",1889.97888,5.07991,0,0,0,15.8,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-09-30,"ble",1889.97888,5.07991,0,0,0,14.3,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-10-01,"ble",1889.97888,5.07991,0,0,0,6.6,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-10-02,"ble",1889.97888,5.07991,0,0,0,7.2,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-10-03,"ble",1889.97888,5.07991,0,0,0,9.2,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-10-04,"ble",1889.97888,5.07991,0,0,0,4.9,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-10-05,"ble",1889.97888,5.07991,0,0,0,10.9,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-10-06,"ble",1889.97888,5.07991,0,0,0,12.5,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-10-07,"ble",1889.97888,5.07991,0,0,0,14.3,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-10-08,"ble",1889.97888,5.07991,0,0,0,15.8,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-10-09,"ble",1889.97888,5.07991,0,0,0,13.8,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-10-10,"ble",1889.97888,5.07991,0,0,0,14.4,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-10-11,"ble",1889.97888,5.07991,0,0,0,6.8,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-10-12,"ble",1889.97888,5.07991,0,0,0,12.2,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-10-13,"ble",1889.97888,5.07991,0,0,0,7.7,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-10-14,"ble",1889.97888,5.07991,0,0,0,13.1,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-10-15,"ble",1889.97888,5.07991,0,0,0,3.4,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-10-16,"ble",1889.97888,5.07991,0,0,0,5.3,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-10-17,"ble",1889.97888,5.07991,0,0,0,9.6,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-10-18,"ble",1889.97888,5.07991,0,0,0,7.3,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-10-19,"ble",1889.97888,5.07991,0,0,0,6.7,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-10-20,"ble",1889.97888,5.07991,0,0,0,3.5,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-10-21,"ble",1889.97888,5.07991,0,0,0,6.3,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-10-22,"ble",1889.97888,5.07991,0,0,0,12.7,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-10-23,"ble",1889.97888,5.07991,0,0,0,11.9,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-10-24,"ble",1889.97888,5.07991,0,0,0,11.6,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-10-25,"ble",1889.97888,5.07991,0,0,0,10.5,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-10-26,"ble",1889.97888,5.07991,0,0,0,3.5,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-10-27,"ble",1889.97888,5.07991,0,0,0,2.8,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-10-28,"ble",1889.97888,5.07991,0,0,0,2.8,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-10-29,"ble",1889.97888,5.07991,0,0,0,2.7,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-10-30,"ble",1889.97888,5.07991,0,0,0,10.4,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-10-31,"ble",1889.97888,5.07991,0,0,0,4,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-11-01,"ble",1889.97888,5.07991,0,0,0,2.6,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-11-02,"ble",1889.97888,5.07991,0,0,0,5.6,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-11-03,"ble",1889.97888,5.07991,0,0,0,4.3,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-11-04,"ble",1889.97888,5.07991,0,0,0,9.1,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-11-05,"ble",1889.97888,5.07991,0,0,0,9.6,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-11-06,"ble",1889.97888,5.07991,0,0,0,9.8,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-11-07,"ble",1889.97888,5.07991,0,0,0,4.7,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-11-08,"ble",1889.97888,5.07991,0,0,0,4.3,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-11-09,"ble",1889.97888,5.07991,0,0,0,8.4,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-11-10,"ble",1889.97888,5.07991,0,0,0,3.6,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-11-11,"ble",1889.97888,5.07991,0,0,0,2.7,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-11-12,"ble",1889.97888,5.07991,0,0,0,2.2,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-11-13,"ble",1889.97888,5.07991,0,0,0,2.1,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-11-14,"ble",1889.97888,5.07991,0,0,0,2.1,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-11-15,"ble",1889.97888,5.07991,0,0,0,2.1,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-11-16,"ble",1889.97888,5.07991,0,0,0,3.9,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-11-17,"ble",1889.97888,5.07991,0,0,0,4.9,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-11-18,"ble",1889.97888,5.07991,0,0,0,7.3,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-11-19,"ble",1889.97888,5.07991,0,0,0,6,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-11-20,"ble",1889.97888,5.07991,0,0,0,7.5,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-11-21,"ble",1889.97888,5.07991,0,0,0,2.5,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-11-22,"ble",1889.97888,5.07991,0,0,0,1.9,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-11-23,"ble",1889.97888,5.07991,0,0,0,1.9,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-11-24,"ble",1889.97888,5.07991,0,0,0,2.8,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-11-25,"ble",1889.97888,5.07991,0,0,0,6.4,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-11-26,"ble",1889.97888,5.07991,0,0,0,1.8,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-11-27,"ble",1889.97888,5.07991,0,0,0,6.9,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-11-28,"ble",1889.97888,5.07991,0,0,0,2.1,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-11-29,"ble",1889.97888,5.07991,0,0,0,3.8,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-11-30,"ble",1889.97888,5.07991,0,0,0,5.8,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
"wheat",1995-12-01,"ble",1889.97888,5.07991,0,0,0,3.6,308,449,493,311,0.01,-1,15.90543,8.75753,15905.43457,1245.53674,727.58472,0,0,"plant_1"
