"Date","pla","somupvtsem","laimax","laisen_n","hauteur","raint","trg_n","ilevs","iamfs","ilaxs","densite","demande","codebbch_output","masec_n","masecveg","masec_kg_ha","mafeuil_kg_ha","matigestruc_kg_ha","QNfeuilleres","QNtige","lai_n","iflos","idrps","imats","irecs","mafruit","tetp_n","Plant"
2025-06-21,"ble",1468.05554,2.62968,0.95889,0.84156,11.36629,27.7452,63,105,136,268,1.71364,71,13.29869,9.44951,13298.68652,795.28607,417.12546,0,0,1.67305,149,149,178,0,3.84917,6.78522,"plant_1"
2025-06-22,"ble",1496.05554,2.62968,1.07644,0.84156,11.10099,27.2844,63,105,136,268,1.52453,71,13.39902,9.35921,13399.01953,791.51801,417.12546,0,0,1.5555,149,149,178,0,4.0398,6.05125,"plant_1"
2025-06-23,"ble",1523.16602,2.62968,1.13296,0.84156,10.14883,25.0308,63,105,136,268,1.51105,71,13.49879,9.26611,13498.79004,782.72888,417.12546,0,0,1.49898,149,149,178,0,4.23268,5.9256,"plant_1"
2025-06-24,"ble",1551.16602,2.62968,1.2648,0.84156,11.35934,28.2564,63,105,136,268,1.42599,71,13.58915,9.16425,13589.15137,778.03625,417.12546,0,0,1.36714,149,149,178,0,4.4249,6.93627,"plant_1"
2025-06-25,"ble",1579.16602,2.62968,1.33519,0.84156,11.41991,28.5444,63,105,136,268,1.15171,71,13.65627,9.04482,13656.27148,768.67303,417.12546,0,0,1.29675,149,149,178,0,4.61145,6.78224,"plant_1"
2025-06-26,"ble",1607.16602,2.62968,1.47563,0.84156,11.17262,28.2132,63,105,136,268,1.16062,71,13.7192,8.92105,13719.19922,758.98657,417.12546,0,0,1.15631,149,149,178,0,4.79815,7.35485,"plant_1"
2025-06-27,"ble",1635.16602,2.62968,1.62093,0.84156,11.14233,28.4616,63,105,136,268,1.06341,89,13.76548,8.96733,13765.48145,748.77454,417.12546,0,0,1.01101,149,149,178,0,4.79815,7.74125,"plant_1"
2025-06-28,"ble",1663.16602,2.62968,1.77411,0.84156,4.6057,28.9584,63,105,136,268,0.44156,89,13.78418,8.98603,13784.18066,737.5744,417.12546,0,0,0.85783,149,149,178,0,4.79815,7.67762,"plant_1"
2025-06-29,"ble",1691.16602,2.62968,1.94211,0.84156,3.79707,28.5444,63,105,136,268,0.33447,89,13.79899,9.00084,13798.99219,727.88721,417.12546,0,0,0.68983,149,149,178,0,4.79815,7.37014,"plant_1"
2025-06-30,"ble",1719.16602,2.62968,2.08742,0.84156,2.82531,25.9956,63,105,136,268,0.23573,89,13.80906,9.0109,13809.05664,718.3515,417.12546,0,0,0.54452,149,149,178,0,4.79815,6.61886,"plant_1"
2025-07-01,"ble",1747.16602,2.62968,2.23046,0.84156,2.33031,28.098,63,105,136,268,0.22952,89,13.81945,9.0213,13819.44824,707.45062,417.12546,0,0,0.40148,149,149,178,0,4.79815,7.26578,"plant_1"
2025-07-02,"ble",1775.16602,2.62968,2.39397,0.84156,1.38869,27.1476,63,105,136,268,0.11106,89,13.8241,9.02595,13824.10156,696.91418,417.12546,0,0,0.23797,149,149,178,0,4.79815,6.78134,"plant_1"
2025-07-03,"ble",1803.16602,2.62968,2.55202,0.84156,0.47426,26.55,63,105,136,268,0.06093,89,13.82644,9.02828,13826.43652,691.58612,417.12546,0,0,0.07992,149,149,178,0,4.79815,7.06848,"plant_1"
2025-07-04,"ble",1831.16602,2.62968,2.63194,0.84156,0,27.0216,63,105,136,268,0.01,89,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,0,4.79815,7.37795,"plant_1"
2025-07-05,"ble",1859.16602,2.62968,2.63194,0.84156,0,27.45,63,105,136,268,0.01,89,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,0,4.79815,7.61041,"plant_1"
2025-07-06,"ble",1887.16602,2.62968,2.63194,0.84156,0,20.3004,63,105,136,268,0.01,89,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,0,4.79815,6.71084,"plant_1"
2025-07-07,"ble",1913.3175,2.62968,2.63194,0.84156,0,25.0308,63,105,136,268,0.01,89,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,0,4.79815,7.27485,"plant_1"
2025-07-08,"ble",1939.55664,2.62968,2.63194,0.84156,0,28.6668,63,105,136,268,0.01,89,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,0,4.79815,7.76319,"plant_1"
2025-07-09,"ble",1965.53027,2.62968,2.63194,0.84156,0,29.5416,63,105,136,268,0.01,89,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,0,4.79815,6.97239,"plant_1"
2025-07-10,"ble",1992.49561,2.62968,2.63194,0.84156,0,29.5164,63,105,136,268,0.01,89,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,0,4.79815,7.05667,"plant_1"
2025-07-11,"ble",2020.49561,2.62968,2.63194,0,0,29.0664,63,105,136,268,0.01,99,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,6.62304,"plant_1"
2025-07-12,"ble",2020.49561,2.62968,0,0,0,12.8736,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,3.1231,"plant_1"
2025-07-13,"ble",2020.49561,2.62968,0,0,0,26.6148,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,5.77347,"plant_1"
2025-07-14,"ble",2020.49561,2.62968,0,0,0,26.8344,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,6.30715,"plant_1"
2025-07-15,"ble",2020.49561,2.62968,0,0,0,25.8192,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,7.01123,"plant_1"
2025-07-16,"ble",2020.49561,2.62968,0,0,0,28.656,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,7.37196,"plant_1"
2025-07-17,"ble",2020.49561,2.62968,0,0,0,28.0692,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,7.0415,"plant_1"
2025-07-18,"ble",2020.49561,2.62968,0,0,0,27.7272,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,7.27222,"plant_1"
2025-07-19,"ble",2020.49561,2.62968,0,0,0,16.6428,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,4.13748,"plant_1"
2025-07-20,"ble",2020.49561,2.62968,0,0,0,25.56,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,5.56601,"plant_1"
2025-07-21,"ble",2020.49561,2.62968,0,0,0,24.9228,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,6.39329,"plant_1"
2025-07-22,"ble",2020.49561,2.62968,0,0,0,27.8244,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,6.43259,"plant_1"
2025-07-23,"ble",2020.49561,2.62968,0,0,0,18.9108,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,5.01752,"plant_1"
2025-07-24,"ble",2020.49561,2.62968,0,0,0,25.3296,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,6.36714,"plant_1"
2025-07-25,"ble",2020.49561,2.62968,0,0,0,23.9184,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,6.57797,"plant_1"
2025-07-26,"ble",2020.49561,2.62968,0,0,0,20.9088,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,7.18252,"plant_1"
2025-07-27,"ble",2020.49561,2.62968,0,0,0,18.2088,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,6.18433,"plant_1"
2025-07-28,"ble",2020.49561,2.62968,0,0,0,23.6808,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,7.69156,"plant_1"
2025-07-29,"ble",2020.49561,2.62968,0,0,0,26.3304,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,7.57486,"plant_1"
2025-07-30,"ble",2020.49561,2.62968,0,0,0,18.3888,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,6.55866,"plant_1"
2025-07-31,"ble",2020.49561,2.62968,0,0,0,26.586,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,6.10367,"plant_1"
2025-08-01,"ble",2020.49561,2.62968,0,0,0,25.5708,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,6.90157,"plant_1"
2025-08-02,"ble",2020.49561,2.62968,0,0,0,26.4744,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,7.07282,"plant_1"
2025-08-03,"ble",2020.49561,2.62968,0,0,0,26.9676,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,6.73342,"plant_1"
2025-08-04,"ble",2020.49561,2.62968,0,0,0,25.3692,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,6.09188,"plant_1"
2025-08-05,"ble",2020.49561,2.62968,0,0,0,26.2512,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,6.71723,"plant_1"
2025-08-06,"ble",2020.49561,2.62968,0,0,0,22.4496,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,6.16334,"plant_1"
2025-08-07,"ble",2020.49561,2.62968,0,0,0,25.956,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,5.8004,"plant_1"
2025-08-08,"ble",2020.49561,2.62968,0,0,0,25.2072,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,5.49841,"plant_1"
2025-08-09,"ble",2020.49561,2.62968,0,0,0,25.2216,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,5.61113,"plant_1"
2025-08-10,"ble",2020.49561,2.62968,0,0,0,24.282,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,6.35851,"plant_1"
2025-08-11,"ble",2020.49561,2.62968,0,0,0,25.4916,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,6.59879,"plant_1"
2025-08-12,"ble",2020.49561,2.62968,0,0,0,24.0192,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,6.03013,"plant_1"
2025-08-13,"ble",2020.49561,2.62968,0,0,0,24.93,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,5.95818,"plant_1"
2025-08-14,"ble",2020.49561,2.62968,0,0,0,21.1644,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,6.12567,"plant_1"
2025-08-15,"ble",2020.49561,2.62968,0,0,0,23.886,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,6.29271,"plant_1"
2025-08-16,"ble",2020.49561,2.62968,0,0,0,24.642,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,7.81666,"plant_1"
2025-08-17,"ble",2020.49561,2.62968,0,0,0,24.8436,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,7.67114,"plant_1"
2025-08-18,"ble",2020.49561,2.62968,0,0,0,24.3288,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,6.56642,"plant_1"
2025-08-19,"ble",2020.49561,2.62968,0,0,0,16.3728,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,4.15361,"plant_1"
2025-08-20,"ble",2020.49561,2.62968,0,0,0,19.7064,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,4.38659,"plant_1"
2025-08-21,"ble",2020.49561,2.62968,0,0,0,20.286,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,4.79974,"plant_1"
2025-08-22,"ble",2020.49561,2.62968,0,0,0,22.8888,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,5.85536,"plant_1"
2025-08-23,"ble",2020.49561,2.62968,0,0,0,24.1668,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,5.04698,"plant_1"
2025-08-24,"ble",2020.49561,2.62968,0,0,0,23.9544,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,5.65884,"plant_1"
2025-08-25,"ble",2020.49561,2.62968,0,0,0,16.0668,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,3.42812,"plant_1"
2025-08-26,"ble",2020.49561,2.62968,0,0,0,16.1532,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,3.67843,"plant_1"
2025-08-27,"ble",2020.49561,2.62968,0,0,0,16.7364,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,3.99663,"plant_1"
2025-08-28,"ble",2020.49561,2.62968,0,0,0,13.0356,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,3.43622,"plant_1"
2025-08-29,"ble",2020.49561,2.62968,0,0,0,16.542,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,4.17053,"plant_1"
2025-08-30,"ble",2020.49561,2.62968,0,0,0,18.5796,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,4.97899,"plant_1"
2025-08-31,"ble",2020.49561,2.62968,0,0,0,21.4632,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,4.3966,"plant_1"
2025-09-01,"ble",2020.49561,2.62968,0,0,0,16.0668,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,3.84714,"plant_1"
2025-09-02,"ble",2020.49561,2.62968,0,0,0,21.2688,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,4.84021,"plant_1"
2025-09-03,"ble",2020.49561,2.62968,0,0,0,21.6576,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,4.60628,"plant_1"
2025-09-04,"ble",2020.49561,2.62968,0,0,0,12.798,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,3.10617,"plant_1"
2025-09-05,"ble",2020.49561,2.62968,0,0,0,21.4956,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,4.80035,"plant_1"
2025-09-06,"ble",2020.49561,2.62968,0,0,0,21.6072,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,4.54249,"plant_1"
2025-09-07,"ble",2020.49561,2.62968,0,0,0,19.6416,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,3.89192,"plant_1"
2025-09-08,"ble",2020.49561,2.62968,0,0,0,18.3204,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,3.96417,"plant_1"
2025-09-09,"ble",2020.49561,2.62968,0,0,0,18.3204,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,4.25322,"plant_1"
2025-09-10,"ble",2020.49561,2.62968,0,0,0,19.638,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,4.66467,"plant_1"
2025-09-11,"ble",2020.49561,2.62968,0,0,0,15.8436,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,4.88041,"plant_1"
2025-09-12,"ble",2020.49561,2.62968,0,0,0,15.9228,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,4.00575,"plant_1"
2025-09-13,"ble",2020.49561,2.62968,0,0,0,4.8456,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,1.56415,"plant_1"
2025-09-14,"ble",2020.49561,2.62968,0,0,0,16.1964,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,3.49863,"plant_1"
2025-09-15,"ble",2020.49561,2.62968,0,0,0,18.6228,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,4.21972,"plant_1"
2025-09-16,"ble",2020.49561,2.62968,0,0,0,18.774,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,4.13463,"plant_1"
2025-09-17,"ble",2020.49561,2.62968,0,0,0,18.8532,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,3.79866,"plant_1"
2025-09-18,"ble",2020.49561,2.62968,0,0,0,19.368,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,3.61949,"plant_1"
2025-09-19,"ble",2020.49561,2.62968,0,0,0,18.1188,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,3.13857,"plant_1"
2025-09-20,"ble",2020.49561,2.62968,0,0,0,18.1476,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,3.41494,"plant_1"
2025-09-21,"ble",2020.49561,2.62968,0,0,0,9.504,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,2.14426,"plant_1"
2025-09-22,"ble",2020.49561,2.62968,0,0,0,16.3404,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,3.35824,"plant_1"
2025-09-23,"ble",2020.49561,2.62968,0,0,0,16.65,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,3.07967,"plant_1"
2025-09-24,"ble",2020.49561,2.62968,0,0,0,15.4656,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,3.58665,"plant_1"
2025-09-25,"ble",2020.49561,2.62968,0,0,0,14.13,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,3.15116,"plant_1"
2025-09-26,"ble",2020.49561,2.62968,0,0,0,15.8832,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,2.49139,"plant_1"
2025-09-27,"ble",2020.49561,2.62968,0,0,0,16.5276,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,2.5526,"plant_1"
2025-09-28,"ble",2020.49561,2.62968,0,0,0,10.152,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,1.92075,"plant_1"
2025-09-29,"ble",2020.49561,2.62968,0,0,0,16.9992,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,2.57557,"plant_1"
2025-09-30,"ble",2020.49561,2.62968,0,0,0,16.5996,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,2.9032,"plant_1"
2025-10-01,"ble",2020.49561,2.62968,0,0,0,17.0316,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,3.8627,"plant_1"
2025-10-02,"ble",2020.49561,2.62968,0,0,0,16.9416,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,3.42225,"plant_1"
2025-10-03,"ble",2020.49561,2.62968,0,0,0,12.9204,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,2.20357,"plant_1"
2025-10-04,"ble",2020.49561,2.62968,0,0,0,12.8844,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,3.14033,"plant_1"
2025-10-05,"ble",2020.49561,2.62968,0,0,0,15.9192,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,4.05905,"plant_1"
2025-10-06,"ble",2020.49561,2.62968,0,0,0,15.9804,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,3.39596,"plant_1"
2025-10-07,"ble",2020.49561,2.62968,0,0,0,14.868,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,2.94102,"plant_1"
2025-10-08,"ble",2020.49561,2.62968,0,0,0,13.446,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,2.19312,"plant_1"
2025-10-09,"ble",2020.49561,2.62968,0,0,0,11.88,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,2.34894,"plant_1"
2025-10-10,"ble",2020.49561,2.62968,0,0,0,14.8464,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,3.38546,"plant_1"
2025-10-11,"ble",2020.49561,2.62968,0,0,0,14.8032,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,3.02149,"plant_1"
2025-10-12,"ble",2020.49561,2.62968,0,0,0,14.0904,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,2.45135,"plant_1"
2025-10-13,"ble",2020.49561,2.62968,0,0,0,14.2308,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,2.35145,"plant_1"
2025-10-14,"ble",2020.49561,2.62968,0,0,0,13.9536,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,2.38045,"plant_1"
2025-10-15,"ble",2020.49561,2.62968,0,0,0,13.9932,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,2.60376,"plant_1"
2025-10-16,"ble",2020.49561,2.62968,0,0,0,13.878,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,2.29051,"plant_1"
2025-10-17,"ble",2020.49561,2.62968,0,0,0,13.824,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,2.03835,"plant_1"
2025-10-18,"ble",2020.49561,2.62968,0,0,0,13.7088,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,1.92765,"plant_1"
2025-10-19,"ble",2020.49561,2.62968,0,0,0,6.732,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,1.21197,"plant_1"
2025-10-20,"ble",2020.49561,2.62968,0,0,0,10.7892,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,2.18111,"plant_1"
2025-10-21,"ble",2020.49561,2.62968,0,0,0,4.2876,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,1.07301,"plant_1"
2025-10-22,"ble",2020.49561,2.62968,0,0,0,8.8452,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,1.74606,"plant_1"
2025-10-23,"ble",2020.49561,2.62968,0,0,0,9.6444,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,1.96716,"plant_1"
2025-10-24,"ble",2020.49561,2.62968,0,0,0,10.6848,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,1.96504,"plant_1"
2025-10-25,"ble",2020.49561,2.62968,0,0,0,9.4176,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,1.68201,"plant_1"
2025-10-26,"ble",2020.49561,2.62968,0,0,0,11.826,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,2.42022,"plant_1"
2025-10-27,"ble",2020.49561,2.62968,0,0,0,8.3916,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,1.86831,"plant_1"
2025-10-28,"ble",2020.49561,2.62968,0,0,0,11.952,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,1.44193,"plant_1"
2025-10-29,"ble",2020.49561,2.62968,0,0,0,3.8772,63,105,136,268,0.01,-1,13.82644,9.02828,13826.43652,691.586,417.12546,0,0,0,149,149,178,192,4.79815,0.54385,"plant_1"
